bif_mean,bif_std,bif_max,bif_min,rtt_avg,label
5792.0,1295.130572567878,7240.0,4344.0,0.16939500000000002,bbr
5792.0,1448.0,7240.0,4344.0,0.21173999999999998,bbr
6950.4,1211.4837184213413,8688.0,5792.0,0.233211,bbr
7964.0,1518.6752121503794,10136.0,5792.0,0.2543595,bbr
8977.6,1211.4837184213413,10136.0,7240.0,0.28599,bbr
10963.42857142857,1413.1033056294762,13032.0,8688.0,0.310497,bbr
15204.0,1730.691026316202,17376.0,13032.0,0.0,bbr
15204.0,3002.636707961854,18824.0,11584.0,0.5583,bbr
12066.666666666666,2696.029277783657,14480.0,8688.0,0.543617,bbr
11584.0,3037.3504243007587,14480.0,5792.0,0.331557,bbr
5792.0,1295.130572567878,7240.0,4344.0,0.2033435,bbr
5792.0,1448.0,7240.0,4344.0,0.2013895,bbr
5792.0,1448.0,7240.0,4344.0,0.1988295,bbr
5792.0,1448.0,7240.0,4344.0,0.1957835,bbr
5792.0,1295.130572567878,7240.0,4344.0,0.19211050000000002,bbr
6950.4,1211.4837184213413,8688.0,5792.0,0.203287,bbr
7964.0,1518.6752121503794,10136.0,5792.0,0.240208,bbr
8446.666666666666,1090.0148011227493,10136.0,7240.0,0.2766075,bbr
10377.333333333334,1090.0148011227493,11584.0,8688.0,0.313538,bbr
13937.0,1535.8359287371811,15928.0,11584.0,0.0,bbr
16652.0,2549.467081568225,18824.0,11584.0,0.561256,bbr
13032.0,2243.231954123336,14480.0,8688.0,0.547845,bbr
11584.0,1295.130572567878,13032.0,10136.0,0.0,bbr
8205.333333333334,3259.3404649816302,14480.0,5792.0,0.3017785,bbr
7240.0,1448.0,8688.0,5792.0,0.269607,bbr
7240.0,1448.0,8688.0,5792.0,0.26606949999999996,bbr
7240.0,1448.0,8688.0,5792.0,0.26266750000000005,bbr
7240.0,1295.130572567878,8688.0,5792.0,0.260969,bbr
8398.4,1211.4837184213413,10136.0,7240.0,0.259947,bbr
9412.0,1518.6752121503794,11584.0,7240.0,0.2959525,bbr
11790.857142857143,1302.8168748998492,13032.0,10136.0,0.0,bbr
16134.857142857143,1302.8168748998492,17376.0,14480.0,0.0,bbr
14686.857142857143,2567.0296341992516,18824.0,11584.0,0.557313,bbr
11101.333333333334,1978.3446278812664,14480.0,8688.0,0.54377,bbr
10715.2,3912.280562536383,14480.0,5792.0,0.330505,bbr
